Generated by http://statistics.gov.scot,2024-03-03T15:14:36+00:00
http://statistics.gov.scot/data/residential-properties-sales-and-price,House Prices - Residential Properties Sales and Price
measure type,Upper Quartile
Sales,Price - Upper Quartile
Measure (cell values): ,Upper Quartile(Pounds (GBP))

,,http://reference.data.gov.uk/id/year/2004,http://reference.data.gov.uk/id/year/2005,http://reference.data.gov.uk/id/year/2006,http://reference.data.gov.uk/id/year/2007,http://reference.data.gov.uk/id/year/2008,http://reference.data.gov.uk/id/year/2009,http://reference.data.gov.uk/id/year/2010,http://reference.data.gov.uk/id/year/2011,http://reference.data.gov.uk/id/year/2012,http://reference.data.gov.uk/id/year/2013,http://reference.data.gov.uk/id/year/2014,http://reference.data.gov.uk/id/year/2015,http://reference.data.gov.uk/id/year/2016,http://reference.data.gov.uk/id/year/2017,http://reference.data.gov.uk/id/year/2018,http://reference.data.gov.uk/id/year/2019,http://reference.data.gov.uk/id/year/2020,http://reference.data.gov.uk/id/year/2021,http://reference.data.gov.uk/id/year/2022
http://statistics.gov.scot/id/statistical-geography/S16000099,Dundee City West,105000,130000,151995,175000,163747.5,159997.5,155500,152250,160000,163000,155250,171500,181619.5,181775,180000,191000,200000,210000,215000
http://statistics.gov.scot/id/statistical-geography/S16000100,Dunfermline,144950,155133,164997.5,186510,195000,170000,175000,172000,165000,170831.5,180997.5,195000,201950,210000,222000,220000,230997.5,245000,270000
http://statistics.gov.scot/id/statistical-geography/S16000101,East Kilbride,110000,124725,141000,152000,189972.5,158250,176500,169997.5,155000,155250,152250,161113.5,162000,180000.5,167133.5,180000,190066.5,211000,220000
http://statistics.gov.scot/id/statistical-geography/S16000102,East Lothian,205000,212247.5,232141,250000,248050.5,245000,274300,250000,249999,270000,282541,295000,286750,320000,330000,350000,359497.5,379997.5,395000
http://statistics.gov.scot/id/statistical-geography/S16000103,Eastwood,248400,250000,277076.5,299500,295000,280000,295000,298000,295000,300000,329897.5,326213,350000,374995,380000,366978.5,399995,411020.5,463822.5
http://statistics.gov.scot/id/statistical-geography/S16000104,Edinburgh Central,232000,231750,265000,295000,310000,287250,320000,300062.5,315625,320000,349750,350000,363650,385000,432089,420000,470602.5,469000,491302.5
http://statistics.gov.scot/id/statistical-geography/S16000105,Edinburgh Eastern,156150,174000,185000,195000,190000,184997.5,200000,200000,195010,192750,216000,225165.5,233375,257172.5,264900,278995,304997.5,317997.5,335883.5
http://statistics.gov.scot/id/statistical-geography/S16000106,Edinburgh Northern and Leith,170000,185000,197000,212000,210000,190000,202758,196000,200000,195000,210000,221183.5,220000,247324.5,256088.5,265000,275000,303015,315000
http://statistics.gov.scot/id/statistical-geography/S16000107,Edinburgh Pentlands,187000,198875,230000,245000,249000,236125,262000,280000,280000,295813,315225,324000,345747.5,322846.5,352000,334198.5,355055.5,373185.5,388000
http://statistics.gov.scot/id/statistical-geography/S16000108,Edinburgh Southern,250000,255000,280250,310000,315000,292897.5,330000,326550,315000,316470.5,334167,350000,364570.5,395750,430000,425000,439100,435500,475000
http://statistics.gov.scot/id/statistical-geography/S16000109,Edinburgh Western,205000,220000,245000,272386,275600,270000,290000,289000,289995,289500,303000,327000,289497.5,305102.5,320000,349000,350000,362931.5,415050
http://statistics.gov.scot/id/statistical-geography/S16000111,"Ettrick, Roxburgh and Berwickshire",145000,154750,173000,193139,189950,177500,191551,200000,185000,185000,200000,200000,206625,215650,220000,211125,246250,255500,290000
http://statistics.gov.scot/id/statistical-geography/S16000112,Falkirk East,116750,127850,139978,153625,162300,150000,151975,157747.5,157750,160000,157250,160000,170130,175000,179997.5,187000,200343.5,200000,230000
http://statistics.gov.scot/id/statistical-geography/S16000113,Falkirk West,125000,135000,150000,172000,166500,155975,161975,165000,159972.5,160000,165000,168000,175000,189500,199997,200000,208200,222997.5,232632.5
http://statistics.gov.scot/id/statistical-geography/S16000114,Galloway and West Dumfries,125000,144950,160000,175000,184997.5,162997.5,170000,165000,165000,163000,168250,165000,174000,170000,193750,180000,185500,218625,238250
http://statistics.gov.scot/id/statistical-geography/S16000115,Glasgow Anniesland,149975,165000,161000,185000,175000,155000,170000,170501.25,170000,167775,173250,170000,170000,185550,196750,195000,195000,220000,255000
http://statistics.gov.scot/id/statistical-geography/S16000116,Glasgow Cathcart,134405,140000,152500,158161.5,156000,150000,146778.5,153497.5,143750,149099.5,147250,157000,166066,180000,189497.5,212995,225000,225000,239372.5
http://statistics.gov.scot/id/statistical-geography/S16000117,Glasgow Kelvin,190000,205000,216175,225000,220000,200000,217375,215000,215000,210000,207875,225000,243090,265136.5,270000,260000,300075,305000,317375
http://statistics.gov.scot/id/statistical-geography/S16000118,Glasgow Maryhill and Springburn,125000,120000,132000,143995,145000,149000,155000,159250,136000,143750,133375.5,145000,135000,162375,165032.5,165575,176085,207825,222000
http://statistics.gov.scot/id/statistical-geography/S16000119,Glasgow Pollok,102000,127972.5,140000,159000,137525,130000,133497.5,130000,122000,124250,135000,155150,170000,175000,172350,165000,180100,200000,210000
http://statistics.gov.scot/id/statistical-geography/S16000150,Glasgow Provan,97000,112725,125000,138000,144997.5,129995,128375,120000,120000,115000,124995,128950,136250.5,147997.5,155000,159747.5,175000,193000,215350
http://statistics.gov.scot/id/statistical-geography/S16000121,Glasgow Shettleston,103749.5,115000,125000,141330,142000,140000,135000,139995,130000,119995,134995,155000,160000,160000,170000,175000,184750,183025,207750
http://statistics.gov.scot/id/statistical-geography/S16000122,Glasgow Southside,134500,149995,149000,150000,149000,140000,147497.5,140475,140140,134347.5,142002.5,145000,145000,162000,168875,162275,187062.5,210000,230000
http://statistics.gov.scot/id/statistical-geography/S16000123,Greenock and Inverclyde,100500,120000,132500,146075,160000,140000,155000,149997.5,143497.5,142375,150500,160000,149225,145000,158610,156250,167288.5,156356,150000
http://statistics.gov.scot/id/statistical-geography/S16000124,"Hamilton, Larkhall and Stonehouse",128000,137972.5,145886,150000,150000,140000,143000,159747.5,150000,135000,149000,156000,165000,180000,190000,187777.5,208000,208000,240000
http://statistics.gov.scot/id/statistical-geography/S16000125,Inverness and Nairn,140250,159390,180000,196000,204550,190000,199497.5,195580,198000,192750,205000,216250,218000,227000,233793,237750,246975,260000,275000
http://statistics.gov.scot/id/statistical-geography/S16000126,Kilmarnock and Irvine Valley,105000,125000,137062.5,158800,160000,148250,155000,154997.5,145000,148997.5,150000,165000,165000,180000,175000,166950,176000,195000,220000
http://statistics.gov.scot/id/statistical-geography/S16000127,Kirkcaldy,97000,112000,129125,149000,149950,140500,133725,137500,136062.5,135000,143500,157500,160000,170000,166148,169725,167750,181182.5,199995
http://statistics.gov.scot/id/statistical-geography/S16000128,Linlithgow,132500,149950,170000,178000,178000,169999.5,180000,189000,175000,183000,189995,200500,205000,203247.5,205000,220513.5,232995,246995,272250
http://statistics.gov.scot/id/statistical-geography/S16000129,Mid Fife and Glenrothes,104997.5,133000,146997.5,154000,164747.5,166250,158000,155000,148000,158000,155800,167750,161665,171750,177000,178000,186000,199975,209500
http://statistics.gov.scot/id/statistical-geography/S16000130,Midlothian North and Musselburgh,144425,151000,175000,200066,200000,204000,215000,189000,200000,215500,210000,225000,247500,250000,257000,274997.5,303495,317750,334997.5
http://statistics.gov.scot/id/statistical-geography/S16000131,"Midlothian South, Tweeddale and Lauderdale",183000,185000,199775,219000,232975,218500,225000,225000,225000,215000,226000,220000,230000,233505,254635.5,260000,275000,295000,318000
http://statistics.gov.scot/id/statistical-geography/S16000132,Moray,116000,130000,156000,184725,190000,177497.5,174997.5,179725,185000,180500,189225,195000,199250,200000,220000,219975,229075,240000,258000
http://statistics.gov.scot/id/statistical-geography/S16000133,Motherwell and Wishaw,92000,110000,127000,140000,151995,142750,135000,155000,155995,150747.5,147375,143500,150000,169497.5,180000,177000,184995,195000,182750
http://statistics.gov.scot/id/statistical-geography/S16000110,Na h-Eileanan an Iar,80000,93000,100000,120000,130125,117500,124949.5,120000,125000,125000,123250,125000,138250,130000,137184.5,149500,175000,170000,196500
http://statistics.gov.scot/id/statistical-geography/S16000134,North East Fife,189250,196000,210000,236000,250000,235000,250000,246500,240000,243975,240500,270000,275000,270555.5,275000,300000,315000,346425,360000
http://statistics.gov.scot/id/statistical-geography/S16000135,Orkney Islands,95637.5,120000,134250,143500,146610,156028.5,144975,165000,172000,160000,156500,171750,175000,184000,187331,204000,215000,235266,271000
http://statistics.gov.scot/id/statistical-geography/S16000136,Paisley,98000,117525,127000,147025,139995,135997.5,145000,140000,135000,140000,145000,155000,155000,150000,150000,162500,167775,182500,187250
http://statistics.gov.scot/id/statistical-geography/S16000137,Perthshire North,149950,169000,189375,215000,220062.5,220000,227500,230000,222637.5,225000,228000,240000,237500,240000,241500,249000,265000,277500,296000
http://statistics.gov.scot/id/statistical-geography/S16000138,Perthshire South and Kinross-shire,170000,185000,200000,225000,221750,210000,225000,232250,225000,220000,239974.5,245000,236997.5,249950,247500,255000,275000,293000,320000
http://statistics.gov.scot/id/statistical-geography/S16000139,Renfrewshire North and West,140000,145000,165000,175000,177997.5,174472.5,180997.5,165000,163975,170250,218523,197997.5,210000,225000.5,225997.5,229995,240000,255000,280000
http://statistics.gov.scot/id/statistical-geography/S16000140,Renfrewshire South,124041.5,130000,143470,157000,155000,142500,158000,141750,145000,149112.5,155000,175497.5,170000,168497.5,199995,225000,235310,248618.5,269995
http://statistics.gov.scot/id/statistical-geography/S16000141,Rutherglen,135000,145000,158250,157997.5,168575,155000,160000,159747.5,158997.5,158000,165000,180000,190000,199125,194995,217631,219995,230000,235000
http://statistics.gov.scot/id/statistical-geography/S16000142,Shetland Islands,90135.5,95800,111055.5,137750,156780,137500,150000,160250,158000,166166.5,175000,182700,195000,200000,198000,207000,200000,223500,235380
http://statistics.gov.scot/id/statistical-geography/S16000143,"Skye, Lochaber and Badenoch",158500,176500,199000,225000,231500,225000,215000,217000,204500,212250,225000,225000,233000,240000,255000,250000,270000,296000,325000
http://statistics.gov.scot/id/statistical-geography/S16000144,Stirling,175000,170100,181000,210952.5,210000,200000,207500,225000,220000,201100.5,222500,225000,217247.5,232250,252894.5,250000,282250,275000,297750
http://statistics.gov.scot/id/statistical-geography/S16000148,Strathkelvin and Bearsden,171575,195000,198000,217975,221000,205000,210000,230000,246250,250000,270000,261956,265500,276997.5,295000,285000,284000,330172.5,345500
http://statistics.gov.scot/id/statistical-geography/S16000146,Uddingston and Bellshill,130000,136475,137000,136577.5,145000,138000,150000,150000,154055.5,155136,174750,172000,180000,193500,200000,204625,200000,206750,208000
http://statistics.gov.scot/id/statistical-geography/S08000015,Ayrshire and Arran,116109,136000,152000,165275,165000,158250,165000,164000,155000,157000,162000,170000,170000,175000,180000,178250,195000,208800,223111.5
http://statistics.gov.scot/id/statistical-geography/S08000016,Borders,166611.5,175000,190000,210075,218500,206125,223000,217997.5,210000,207250,220000,220000,230000,235000,240000,230000,260000,275000,300000
http://statistics.gov.scot/id/statistical-geography/S08000017,Dumfries and Galloway,130341,147200,160000,174000,175000,169972.5,172000,168000,167250,165000,170000,170000,170750,170126,186087.5,182175,190000,215000,232500
http://statistics.gov.scot/id/statistical-geography/S08000029,Fife,129972.5,143000,157500,173999,181000,172995,175000,172500,170000,171000,177500,186853,190000,198500,205000,208000,221000,236500,251000
http://statistics.gov.scot/id/statistical-geography/S08000019,Forth Valley,136997.5,148000,161997.5,180000,182000,170000,175000,180000,177000,175000,180000,185000,190000,196725,205000,214995,229000,237750,260000
http://statistics.gov.scot/id/statistical-geography/S08000020,Grampian,131213,152000,175000,220111,230000,220000,233525.5,240000,239972.5,250000,263000,272500,249902.5,250000,250000,250000,249997,265000,270000
http://statistics.gov.scot/id/statistical-geography/S08000031,Greater Glasgow and Clyde,141000,151972.5,160755,175000,174000,166000,175000,175000,173000,175000,180000,187000,190000,202500,210000,215000,229995,242500,257500
http://statistics.gov.scot/id/statistical-geography/S08000022,Highland,138727.5,160000,176521.5,198000,199000,193000,195500.5,195000,190000,192000,200000,205000,213000,220000,227000,232500,242500,260000,280185.5
http://statistics.gov.scot/id/statistical-geography/S08000032,Lanarkshire,115000,132000,147000,155000,161995,153000,155999.5,160000,158000,155500,161995,168995,173500,185000,192500,200000,205000,212000,231000
http://statistics.gov.scot/id/statistical-geography/S08000024,Lothian,181000,190000,210548,231676,233000,224997.5,247000,245000,244995,247000,250000,270000,266995,283000,300000,304000,320000,340000,365000
http://statistics.gov.scot/id/statistical-geography/S08000025,Orkney,95637.5,120000,134250,143500,146610,156028.5,144975,165000,172000,160000,156500,171750,175000,184000,187331,204000,215000,235000,271000
http://statistics.gov.scot/id/statistical-geography/S08000026,Shetland,90135.5,95000,111055.5,137750,156780,137500,150000,160250,158000,166166.5,175000,182700,195000,200000,198000,207000,200000,223500,235380
http://statistics.gov.scot/id/statistical-geography/S08000030,Tayside,131000,149000,168659.5,190000,189000,184950,188997.5,190000,185853,185000,196104.5,203747.5,208216,212000,217500,225000,235000,250000,262670
http://statistics.gov.scot/id/statistical-geography/S08000028,Western Isles,80000,93000,100000,120000,130125,117500,124949.5,120000,125000,125000,123250,125000,138250,130000,137184.5,149500,175000,170000,196500
http://statistics.gov.scot/id/statistical-geography/S13002884,Abbey,129247.5,150000,155078.5,173750,167000,162500,168000,161250,162000,166583,164250,164200,183500,170500,199000,195000,183500,231750,253736.5
http://statistics.gov.scot/id/statistical-geography/S13002862,"Aboyne, Upper Deeside and Donside",216000,205000,250000,290000,306000,300000,321000,310000,330000,335000,337250,360277.5,318750,338875,316500,320728,332500,372500,391750
http://statistics.gov.scot/id/statistical-geography/S13003001,Aird and Loch Ness,180000,197000,226975,247000,255000,252000,250000,237500,227500,231750,241000,235000,251250,260000,280000,280000,298500,308750,351083
http://statistics.gov.scot/id/statistical-geography/S13003050,Airdrie Central,81500,82074.5,94000,105627.5,171975,175000,170997.5,175000,173920,149497.5,122500,109500,111500,110000,139000,137750,153500,153000,158500
http://statistics.gov.scot/id/statistical-geography/S13003049,Airdrie North,97400,127000,144950,148975,157747.5,154677.5,153495,149997.5,153750,184495,159997.5,170000,170000,165997.5,166000,170000,186000,187000,207561.5
http://statistics.gov.scot/id/statistical-geography/S13003053,Airdrie South,112000,119747.5,135000,137500,135497.5,132625,130750,125500,114500,120000,136000,135617,131500,146507,156750,177497.5,181250,172100,180000
http://statistics.gov.scot/id/statistical-geography/S13002845,Airyhall/Broomhill/Garthdee,165247.5,179997.5,209775,270000,275000,250000,269750,266000,266600.5,304500,342500,337497.5,290552.5,275000,268500,248125,245561.5,273750,259500
http://statistics.gov.scot/id/statistical-geography/S13002919,Almond,221000,220000,249972.5,300000,270000,282500,290000,315000,300000,299000,306995,336750,309995,315000,325000,380000,380250,389875,427875
http://statistics.gov.scot/id/statistical-geography/S13003071,Almond and Earn,191475,220750,240000,298500,299030,229500,276500,281750,228375,230000,261125,267500,245000,272500,286000,268000,344400,373109.5,388166.5
http://statistics.gov.scot/id/statistical-geography/S13002608,An Taobh Siar agus Nis,62500,88250,95000,120000,141250,108750,88000,97500,129000,90000,112500,106000,127000,121500,101500,140000,185000,142500,168750
http://statistics.gov.scot/id/statistical-geography/S13002976,Anderston/City/Yorkhill,188000,192500,199048,205100,187000,175000,165000,170888.5,168250,168000,167625,183250,188000,210000,217325,215839,226650,250000,250000
http://statistics.gov.scot/id/statistical-geography/S13002891,Annandale East and Eskdale ,145000,136500,178750,196078.5,191725,177500,185000,162250,172500,162000,191450,187150,166250,181000,207500,200000,200000,250000,260000
