Generated by http://statistics.gov.scot,2024-03-03T15:12:57+00:00
http://statistics.gov.scot/data/residential-properties-sales-and-price,House Prices - Residential Properties Sales and Price
measure type,Count
Sales,Number of sales
Measure (cell values): ,Count(Number of sales)

,,http://reference.data.gov.uk/id/year/2004,http://reference.data.gov.uk/id/year/2005,http://reference.data.gov.uk/id/year/2006,http://reference.data.gov.uk/id/year/2007,http://reference.data.gov.uk/id/year/2008,http://reference.data.gov.uk/id/year/2009,http://reference.data.gov.uk/id/year/2010,http://reference.data.gov.uk/id/year/2011,http://reference.data.gov.uk/id/year/2012,http://reference.data.gov.uk/id/year/2013,http://reference.data.gov.uk/id/year/2014,http://reference.data.gov.uk/id/year/2015,http://reference.data.gov.uk/id/year/2016,http://reference.data.gov.uk/id/year/2017,http://reference.data.gov.uk/id/year/2018,http://reference.data.gov.uk/id/year/2019,http://reference.data.gov.uk/id/year/2020,http://reference.data.gov.uk/id/year/2021,http://reference.data.gov.uk/id/year/2022
http://statistics.gov.scot/id/statistical-geography/S16000080,Almond Valley,2487,2198,2313,2202,1358,768,818,819,860,950,1186,1335,1332,1390,1380,1517,1334,1751,1515
http://statistics.gov.scot/id/statistical-geography/S16000081,Angus North and Mearns,1795,1777,1734,1937,1464,988,1089,1024,975,1297,1385,1312,1211,1203,1111,1149,1143,1652,1372
http://statistics.gov.scot/id/statistical-geography/S16000082,Angus South,1523,1625,1710,1673,1169,869,993,865,867,1026,1206,1165,1266,1365,1382,1407,1118,1557,1290
http://statistics.gov.scot/id/statistical-geography/S16000083,Argyll and Bute,1801,1463,1764,1587,1270,883,938,944,945,984,1143,1132,1222,1344,1320,1375,1094,1630,1331
http://statistics.gov.scot/id/statistical-geography/S16000084,Ayr,2218,2368,2175,2641,1535,1165,1258,1180,1199,1320,1412,1498,1624,1674,1638,1652,1432,1814,1597
http://statistics.gov.scot/id/statistical-geography/S16000085,Banffshire and Buchan Coast,1798,1656,1771,1874,1368,1002,1078,1053,1030,1215,1538,1339,1301,1231,1195,1138,1041,1616,1287
http://statistics.gov.scot/id/statistical-geography/S16000086,"Caithness, Sutherland and Ross",1355,1299,1451,1578,1132,865,906,792,791,922,1001,944,1190,1220,1190,1191,1027,1342,1143
http://statistics.gov.scot/id/statistical-geography/S16000087,"Carrick, Cumnock and Doon Valley",1741,1666,1785,1868,1273,825,849,810,781,850,1119,1051,1173,1222,1189,1264,998,1411,1332
http://statistics.gov.scot/id/statistical-geography/S16000088,Clackmannanshire and Dunblane,1813,1981,2053,2021,1180,746,823,756,813,1047,1148,1186,1300,1241,1214,1171,1058,1329,1238
http://statistics.gov.scot/id/statistical-geography/S16000089,Clydebank and Milngavie,1592,1673,1518,1581,1159,699,857,724,761,890,1023,1032,1115,1199,1115,1249,978,1165,1008
http://statistics.gov.scot/id/statistical-geography/S16000090,Clydesdale,1588,1720,2044,2092,1413,874,974,964,930,990,1174,1338,1305,1472,1677,1642,1405,1818,1579
http://statistics.gov.scot/id/statistical-geography/S16000149,Coatbridge and Chryston,1769,2043,2266,2271,1204,670,704,728,743,924,1040,1210,1213,1264,1370,1400,1095,1490,1314
http://statistics.gov.scot/id/statistical-geography/S16000092,Cowdenbeath,1892,1841,1906,2202,1308,841,882,926,901,1079,1164,1172,1101,1246,1272,1269,1073,1395,1213
http://statistics.gov.scot/id/statistical-geography/S16000093,Cumbernauld and Kilsyth,1786,1791,1872,1930,1273,664,725,657,861,888,1050,1141,1209,1050,1153,1215,966,1053,1043
http://statistics.gov.scot/id/statistical-geography/S16000094,Cunninghame North,2196,2179,2400,2576,1409,988,1072,991,1065,1062,1119,1206,1295,1415,1483,1521,1344,1677,1416
http://statistics.gov.scot/id/statistical-geography/S16000095,Cunninghame South,1547,1702,1719,2022,1079,591,675,632,739,805,848,868,1003,992,988,1001,879,1152,1062
http://statistics.gov.scot/id/statistical-geography/S16000096,Dumbarton,1949,2100,1910,2035,1304,817,913,999,957,1087,1162,1289,1244,1327,1302,1442,1202,1471,1237
http://statistics.gov.scot/id/statistical-geography/S16000097,Dumfriesshire,1725,1496,1610,1734,1189,844,980,948,925,1016,1021,1121,1182,1294,1364,1374,1094,1472,1224
http://statistics.gov.scot/id/statistical-geography/S16000098,Dundee City East,1899,1907,2112,2306,1539,1020,1034,877,945,1096,1149,1156,1322,1299,1235,1273,1167,1626,1429
http://statistics.gov.scot/id/statistical-geography/S16000099,Dundee City West,1677,1868,1945,2084,1363,878,979,900,933,1016,1043,1181,1290,1288,1346,1365,1121,1595,1364
http://statistics.gov.scot/id/statistical-geography/S16000100,Dunfermline,2146,2367,2353,2591,1498,1050,1191,1084,1178,1400,1485,1595,1535,1695,1800,1819,1430,1802,1557
http://statistics.gov.scot/id/statistical-geography/S16000101,East Kilbride,1932,2000,2202,2211,1432,919,1034,989,1142,1160,1341,1339,1378,1488,1567,1636,1316,1890,1665
http://statistics.gov.scot/id/statistical-geography/S16000102,East Lothian,1708,1860,2130,2209,1337,964,1117,1006,1132,1165,1300,1364,1460,1654,1701,1792,1498,1780,1413
http://statistics.gov.scot/id/statistical-geography/S16000103,Eastwood,1438,1432,1598,1557,1123,907,997,965,1097,1337,1377,1490,1400,1431,1359,1270,1110,1459,1307
http://statistics.gov.scot/id/statistical-geography/S16000104,Edinburgh Central,3118,3211,3400,3309,2222,1597,1874,1767,1804,2220,2578,2675,2386,2360,2190,2049,1594,2438,2214
http://statistics.gov.scot/id/statistical-geography/S16000105,Edinburgh Eastern,2410,2289,2405,2420,1404,1010,1041,988,1120,1250,1540,1701,2048,2166,2139,2413,1813,2521,2087
http://statistics.gov.scot/id/statistical-geography/S16000106,Edinburgh Northern and Leith,3866,3391,4245,4003,2641,1895,1666,1474,1537,2238,2567,2617,2828,2761,2534,2523,1918,3096,2443
http://statistics.gov.scot/id/statistical-geography/S16000107,Edinburgh Pentlands,1570,1596,1588,1590,1050,683,792,779,782,988,1147,1283,1302,1286,1259,1344,996,1239,1047
http://statistics.gov.scot/id/statistical-geography/S16000108,Edinburgh Southern,2597,2478,2897,2886,1781,1238,1460,1364,1414,1790,1885,1950,1839,1839,1641,1640,1201,1928,1558
http://statistics.gov.scot/id/statistical-geography/S16000109,Edinburgh Western,1842,1989,2242,2209,1330,932,1045,1133,1332,1322,1410,1765,1861,2025,1619,1527,1076,1810,1695
http://statistics.gov.scot/id/statistical-geography/S16000111,"Ettrick, Roxburgh and Berwickshire",1521,1497,1766,1725,1168,811,837,753,742,905,975,1015,1128,1254,1262,1170,1065,1406,1255
http://statistics.gov.scot/id/statistical-geography/S16000112,Falkirk East,2100,2004,2048,2077,1360,856,960,974,973,1193,1317,1332,1424,1451,1383,1404,1202,1415,1262
http://statistics.gov.scot/id/statistical-geography/S16000113,Falkirk West,2373,2499,2512,2480,1710,933,1034,1013,1141,1200,1409,1463,1533,1606,1634,1568,1257,1715,1501
http://statistics.gov.scot/id/statistical-geography/S16000114,Galloway and West Dumfries,1629,1602,1626,1604,1069,848,908,840,780,948,917,992,1080,1192,1147,1228,1042,1416,1192
http://statistics.gov.scot/id/statistical-geography/S16000115,Glasgow Anniesland,1727,1675,1881,2343,1404,1051,958,816,919,1038,1118,1202,1268,1407,1293,1274,1020,1516,1241
http://statistics.gov.scot/id/statistical-geography/S16000116,Glasgow Cathcart,2245,2377,2565,2628,1637,1047,1187,1032,1063,1192,1384,1630,1624,1799,1758,2008,1675,2288,1979
http://statistics.gov.scot/id/statistical-geography/S16000117,Glasgow Kelvin,3301,3531,3671,3502,2402,1748,1627,1659,1630,2045,2424,2310,2314,2188,2108,1983,1447,2649,2072
http://statistics.gov.scot/id/statistical-geography/S16000118,Glasgow Maryhill and Springburn,1461,1311,1635,1739,1199,704,733,698,711,771,862,890,958,1074,927,1040,795,1194,995
http://statistics.gov.scot/id/statistical-geography/S16000119,Glasgow Pollok,1683,1779,2138,2058,1162,686,803,713,803,921,982,1242,1248,1276,1185,1168,977,1284,1083
http://statistics.gov.scot/id/statistical-geography/S16000150,Glasgow Provan,1559,1684,1962,2171,1542,845,860,766,788,826,1055,1199,1268,1311,1299,1322,1061,1466,1346
http://statistics.gov.scot/id/statistical-geography/S16000121,Glasgow Shettleston,1787,1761,1961,2165,1470,796,847,821,712,1020,1053,1539,1357,1387,1438,1330,1025,1437,1367
http://statistics.gov.scot/id/statistical-geography/S16000122,Glasgow Southside,2504,2647,2481,2682,1769,1149,1114,970,1040,1182,1464,1581,1763,1715,1690,1715,1421,1830,1533
http://statistics.gov.scot/id/statistical-geography/S16000123,Greenock and Inverclyde,1632,1725,1828,2007,1435,954,872,861,772,949,985,1045,1145,1199,1185,1247,1157,1481,1265
http://statistics.gov.scot/id/statistical-geography/S16000124,"Hamilton, Larkhall and Stonehouse",2453,2296,2265,2414,1421,837,1012,983,961,1010,1224,1257,1451,1565,1503,1607,1368,1703,1522
http://statistics.gov.scot/id/statistical-geography/S16000125,Inverness and Nairn,2254,2610,2740,2816,1767,1330,1454,1258,1314,1545,1817,1740,1850,1964,1906,2043,1592,2160,1981
http://statistics.gov.scot/id/statistical-geography/S16000126,Kilmarnock and Irvine Valley,2126,2156,2484,2633,1599,977,932,998,1018,1130,1240,1320,1527,1712,1542,1538,1248,1783,1553
http://statistics.gov.scot/id/statistical-geography/S16000127,Kirkcaldy,2324,2344,2534,2548,1595,967,1080,999,984,1264,1248,1362,1465,1454,1386,1425,1245,1640,1531
http://statistics.gov.scot/id/statistical-geography/S16000128,Linlithgow,2377,2403,2764,2899,1803,1061,1123,1020,1170,1354,1629,1732,1825,1948,1761,1773,1526,1801,1469
http://statistics.gov.scot/id/statistical-geography/S16000129,Mid Fife and Glenrothes,1774,1831,2092,2037,1232,923,987,892,901,981,1121,1067,1125,1181,1140,1296,1021,1239,1126
http://statistics.gov.scot/id/statistical-geography/S16000130,Midlothian North and Musselburgh,1595,1590,1884,2013,1598,905,978,876,1038,1364,1475,1610,1792,1865,1692,1820,1447,2141,1793
http://statistics.gov.scot/id/statistical-geography/S16000131,"Midlothian South, Tweeddale and Lauderdale",1741,1746,1892,2025,1351,906,1012,820,863,1167,1344,1398,1447,1537,1612,1537,1480,1875,1523
http://statistics.gov.scot/id/statistical-geography/S16000132,Moray,1731,1842,1699,1740,1349,1091,1173,933,1155,1191,1438,1414,1464,1478,1373,1412,1184,1594,1472
http://statistics.gov.scot/id/statistical-geography/S16000133,Motherwell and Wishaw,1632,1785,1985,1945,1329,700,716,851,880,932,993,1053,1126,1241,1275,1255,998,1229,1092
http://statistics.gov.scot/id/statistical-geography/S16000110,Na h-Eileanan an Iar,372,331,331,379,287,220,241,277,229,259,292,329,347,407,327,353,263,439,332
http://statistics.gov.scot/id/statistical-geography/S16000134,North East Fife,1717,1786,1801,1761,1224,964,1000,974,942,1089,1251,1305,1358,1371,1359,1257,1116,1549,1242
http://statistics.gov.scot/id/statistical-geography/S16000135,Orkney Islands,380,349,366,403,353,278,297,269,270,306,347,338,423,422,395,396,338,403,318
http://statistics.gov.scot/id/statistical-geography/S16000136,Paisley,2263,2228,2495,2470,1635,976,918,853,955,1074,1257,1320,1509,1510,1476,1524,1243,1830,1592
http://statistics.gov.scot/id/statistical-geography/S16000137,Perthshire North,1711,1730,1967,2014,1378,921,1104,956,933,1090,1276,1364,1347,1435,1423,1441,1209,1791,1527
http://statistics.gov.scot/id/statistical-geography/S16000138,Perthshire South and Kinross-shire,1974,2009,2147,2236,1504,1013,1129,1036,1048,1207,1433,1508,1617,1678,1686,1629,1381,1959,1612
http://statistics.gov.scot/id/statistical-geography/S16000139,Renfrewshire North and West,1587,1657,1708,1896,1267,883,854,760,816,1093,1238,1326,1652,1645,1739,1610,1443,1918,1597
http://statistics.gov.scot/id/statistical-geography/S16000140,Renfrewshire South,1393,1474,1677,1785,1061,668,764,695,635,801,866,1013,1032,1138,1176,1290,1074,1464,1284
http://statistics.gov.scot/id/statistical-geography/S16000141,Rutherglen,2057,1939,2463,2404,1457,988,1019,973,992,1117,1321,1401,1487,1515,1765,1916,1346,1799,1591
http://statistics.gov.scot/id/statistical-geography/S16000142,Shetland Islands,320,282,370,373,341,264,227,304,288,311,329,307,310,322,289,303,256,304,277
http://statistics.gov.scot/id/statistical-geography/S16000143,"Skye, Lochaber and Badenoch",1626,1492,1491,1708,1257,991,1047,862,939,1051,1259,1267,1425,1461,1437,1304,1078,1480,1256
http://statistics.gov.scot/id/statistical-geography/S16000144,Stirling,1881,1869,1941,1942,1350,964,1110,1039,1021,1157,1286,1399,1421,1435,1481,1394,1139,1537,1457
http://statistics.gov.scot/id/statistical-geography/S16000148,Strathkelvin and Bearsden,1632,1696,1741,1940,1182,882,915,966,1058,1223,1521,1466,1402,1503,1364,1403,1247,1494,1226
http://statistics.gov.scot/id/statistical-geography/S16000146,Uddingston and Bellshill,2124,2373,2228,2001,1249,726,820,762,806,940,1257,1266,1402,1404,1260,1255,1105,1329,1107
http://statistics.gov.scot/id/statistical-geography/S08000015,Ayrshire and Arran,9828,10091,10563,11740,6895,4546,4786,4611,4802,5167,5738,5943,6622,7015,6840,6976,5901,7837,6967
http://statistics.gov.scot/id/statistical-geography/S08000016,Borders,2623,2655,3019,3039,2075,1414,1526,1319,1319,1625,1772,1871,1999,2212,2240,2041,1924,2506,2121
http://statistics.gov.scot/id/statistical-geography/S08000017,Dumfries and Galloway,3362,3126,3236,3338,2258,1692,1888,1788,1705,1964,1938,2113,2262,2486,2511,2602,2138,2893,2418
http://statistics.gov.scot/id/statistical-geography/S08000029,Fife,9853,10218,10686,11139,6857,4745,5140,4875,4906,5813,6269,6501,6584,6948,6959,7066,5885,7625,6672
http://statistics.gov.scot/id/statistical-geography/S08000019,Forth Valley,8183,8374,8554,8520,5600,3499,3927,3782,3948,4597,5160,5380,5678,5733,5712,5537,4656,5996,5458
http://statistics.gov.scot/id/statistical-geography/S08000020,Grampian,15199,15708,15707,15859,11895,9583,10285,9696,10324,12165,12900,11666,9788,9970,9560,9740,8167,12378,11072
http://statistics.gov.scot/id/statistical-geography/S08000031,Greater Glasgow and Clyde,29042,30112,32059,33871,22295,14477,14833,13891,14345,17066,19307,21132,21779,22554,21920,22316,18391,25295,21605
http://statistics.gov.scot/id/statistical-geography/S08000022,Highland,7781,7721,8156,8377,5882,4404,4731,4263,4361,4885,5684,5525,6207,6545,6347,6472,5277,7263,6246
http://statistics.gov.scot/id/statistical-geography/S08000032,Lanarkshire,16942,17728,19091,19113,12222,7269,7843,7647,8063,8785,10354,10898,11544,12121,12592,13058,10520,13500,12060
http://statistics.gov.scot/id/statistical-geography/S08000024,Lothian,24225,23687,26507,26451,16968,11356,12237,11480,12475,15088,17264,18574,19249,19873,18550,19064,15023,21277,17929
http://statistics.gov.scot/id/statistical-geography/S08000025,Orkney,380,356,366,403,353,278,297,269,270,306,347,338,423,422,395,396,338,402,318
http://statistics.gov.scot/id/statistical-geography/S08000026,Shetland,320,289,370,373,341,264,227,304,288,311,329,307,310,322,289,303,256,305,277
http://statistics.gov.scot/id/statistical-geography/S08000030,Tayside,9887,10267,10996,11533,7859,5244,5831,5149,5241,6173,6897,7177,7593,7806,7761,7812,6718,9566,8088
http://statistics.gov.scot/id/statistical-geography/S08000028,Western Isles,373,332,331,378,287,220,241,277,229,259,292,329,347,408,327,354,263,439,332
http://statistics.gov.scot/id/statistical-geography/S13002884,Abbey,316,272,266,248,166,148,148,169,137,164,158,159,181,184,180,204,188,241,164
http://statistics.gov.scot/id/statistical-geography/S13002862,"Aboyne, Upper Deeside and Donside",220,200,214,229,196,203,177,167,155,228,256,232,172,193,162,160,121,243,188
http://statistics.gov.scot/id/statistical-geography/S13003001,Aird and Loch Ness,214,230,213,275,227,179,171,148,139,185,207,204,256,251,239,204,175,256,214
http://statistics.gov.scot/id/statistical-geography/S13003050,Airdrie Central,456,405,397,418,350,238,265,236,211,186,190,220,216,246,224,241,225,290,257
http://statistics.gov.scot/id/statistical-geography/S13003049,Airdrie North,354,462,485,573,530,317,244,215,213,264,317,299,323,374,306,361,235,384,366
http://statistics.gov.scot/id/statistical-geography/S13003053,Airdrie South,497,564,549,535,334,192,194,169,203,247,284,224,254,277,290,326,259,307,241
http://statistics.gov.scot/id/statistical-geography/S13002845,Airyhall/Broomhill/Garthdee,557,614,528,528,388,331,358,353,359,460,405,373,267,290,294,270,228,344,339
http://statistics.gov.scot/id/statistical-geography/S13002919,Almond,682,784,908,921,534,373,369,439,592,528,515,800,810,928,722,556,390,743,806
http://statistics.gov.scot/id/statistical-geography/S13003071,Almond and Earn,197,196,207,203,167,119,106,130,113,125,148,154,141,189,144,172,158,205,175
http://statistics.gov.scot/id/statistical-geography/S13002608,An Taobh Siar agus Nis,29,32,36,38,16,16,27,22,18,16,29,26,23,43,23,30,26,53,45
http://statistics.gov.scot/id/statistical-geography/S13002976,Anderston/City/Yorkhill,1302,1269,1432,1410,894,647,641,569,507,708,996,786,779,726,728,671,408,889,692
http://statistics.gov.scot/id/statistical-geography/S13002891,Annandale East and Eskdale ,241,192,216,214,158,112,122,111,114,114,112,146,168,176,153,186,140,213,194
http://statistics.gov.scot/id/statistical-geography/S13002890,Annandale North,305,247,312,320,220,147,164,203,189,202,180,210,229,236,254,258,189,267,189
http://statistics.gov.scot/id/statistical-geography/S13002889,Annandale South,343,268,313,296,216,166,205,164,146,181,190,188,223,211,233,207,190,232,217
http://statistics.gov.scot/id/statistical-geography/S13002892,Annick,344,333,373,497,310,202,167,184,214,235,272,290,298,388,334,297,249,354,335
http://statistics.gov.scot/id/statistical-geography/S13002873,Arbroath East and Lunan,253,309,281,324,224,133,185,153,146,191,217,183,207,210,188,228,190,269,223
http://statistics.gov.scot/id/statistical-geography/S13002872,"Arbroath West, Letham and Friockheim",363,369,375,378,248,225,236,209,211,225,267,294,288,307,384,344,270,407,321
http://statistics.gov.scot/id/statistical-geography/S13003036,Ardrossan and Arran,406,325,357,458,215,181,149,139,154,156,160,177,216,248,263,244,209,283,251
http://statistics.gov.scot/id/statistical-geography/S13002828,Armadale and Blackridge,607,482,527,523,391,206,181,140,229,273,293,283,310,354,267,282,269,283,232
http://statistics.gov.scot/id/statistical-geography/S13003099,Avondale and Stonehouse,418,443,423,455,282,176,207,169,202,204,249,332,362,458,589,558,390,522,435
http://statistics.gov.scot/id/statistical-geography/S13003090,Ayr East,305,337,310,357,206,170,186,177,170,210,221,186,200,238,238,227,176,224,218
http://statistics.gov.scot/id/statistical-geography/S13003089,Ayr North,494,489,418,541,288,201,249,215,223,235,253,262,268,253,286,307,204,330,260
http://statistics.gov.scot/id/statistical-geography/S13003091,Ayr West,497,620,585,688,428,319,332,323,301,322,364,396,416,444,475,408,444,532,468
http://statistics.gov.scot/id/statistical-geography/S13003009,Badenoch and Strathspey,361,334,401,455,271,225,273,223,222,276,300,278,246,279,250,230,227,270,292
http://statistics.gov.scot/id/statistical-geography/S13002986,Baillieston,522,417,420,537,313,212,250,268,223,290,305,453,432,459,500,405,390,496,459
http://statistics.gov.scot/id/statistical-geography/S13002898,Ballochmyle,268,310,368,357,269,144,153,152,114,132,178,170,201,191,195,218,170,282,291
http://statistics.gov.scot/id/statistical-geography/S13002863,Banchory and Mid Deeside,218,222,239,292,218,171,161,173,237,247,232,184,149,226,217,172,172,296,239
http://statistics.gov.scot/id/statistical-geography/S13002848,Banff and District,240,228,259,243,216,139,141,147,134,187,241,223,193,184,196,184,163,282,180
http://statistics.gov.scot/id/statistical-geography/S13003121,Bannockburn,233,274,316,315,231,138,119,115,131,143,132,140,159,168,140,184,132,180,205
http://statistics.gov.scot/id/statistical-geography/S13002600,"Barraigh, Bhatarsaigh, Eirisgeigh agus Uibhist a Deas",22,22,21,18,18,15,20,13,18,20,15,29,35,25,37,45,20,31,26
